odia_word,desia_word,desia_sentence
କୋଳେ ,  କୋଲେ , ଚେଡ଼େ ଉଡ଼୍ଲାନି।
ବଡୁଛି ମୁହିଁ , ବାଡଲିନି ମୁଇଁ , ପାଚ୍‌ଲା କେନ୍ଦୁ ବଡ଼େ ସୁଆଦ୍‌ ଆଚେ।
ଜନନୀ , ଆଯା ,  ସଂଜ୍‌ ହେଲେ ତାରା ବାର୍ବାଏ |
ପାଳୁଛି , ପଶଲାନି ,  ପିଟ୍‌ପାରା ଜନ୍‌ ଉଜଲ୍‌ |
ଜନମ ଭୂଇଁ , ଜନମ୍‌ ମାଟି ,  ଗଚେକ୍‌ ମାନ୍ଦା ଲୋକ୍‌ ଆଇଲାଯ୍ନି |
ଶ୍ୟାମଳ ତରୁ , କାଗ ପତରିଆ ଗଛ , ସାନ୍‌ ସାନ୍‌ ମାଙ୍କଡ଼୍‌ ଡଗାଇ ଡଗାଇ ବୁଲଲେନି ।
ଲତା , ମାଲ୍‌ ,  ସର୍ଗେ ଗଟେକ୍‌ ଉଡ଼ାଯାହାଜ୍‌ ଉତ଼୍ଲାନି |
ଡାଳରୁ ଡାଳେ , ସେନ୍ଦାକେ ଖେନ୍ଦା , ନାଟ୍‌ ଦେଖ୍ବାକେ ଯୁ ବେ |
ବିହଙ୍ଗ , ଚଡ଼େ , ତୁଇ କେନ୍ତା ଆଚୁସ୍‌।
ମଧୁର , ସୁଆଦ୍‌ , ସବୁପିଲା ମନ୍‌କେ ଇସୁଲେ ନୂଆ ତେରେସ୍‌ ମିଲ୍‌ସି |
ତାରକା , ତାରା , ଗୀର୍‌ ନାଏକ୍‌ ଗାକେ ନିମାନ୍‌ ରକ୍ବାକେ କାଇ ଯୋଜନା ପାଞ୍ଚଲାନି।
ଜୋଛନା , ଜନ୍‌ ଉଦଲ୍‌ , ଘର ଆଗେ ସଡ଼କ୍‌ ଆଚେ |
ଦଳେ , ଗଟେକ୍‌ ମାନ୍ଦା ,  ଗଟେକ୍‌ କାତା ଶୁନି ଗାବରା ନହେବାର |
ପିଲାମାଙ୍କଡ଼ , ସାନ୍‌ସାନ୍‌ ମାଙ୍କଡ଼୍‌ , କାଇଟା ଚିନ୍ତା କଲୁନି।
ଜଣେ , ଗଟେକ୍‌ , ସନିଆ ତାର୍‌ ମାମୁଁ ଗାଉଁ ଗାଲା ଆଚେ |
ଗଲ , ଯୁବେ , ଭିନ୍ଲୋକ୍‌|
କେମିତି , କେମିତା , ଆଜି ଉଡ଼େଇ ହେଲେ ହୋଇସି।
ସମସ୍ତେ , ସବୁ ସର୍‌ତେ , ସେ ପିଲା ଗଟେକ୍‌ ସାପ୍‌ ଦେକି ଡରିଗାଲା|
ଉପାୟ , ଯଜନା ପାଞ୍ଚବାଟା , ସେ କାଦ ବୁଟ୍‌ବଟା ହେଲା ଆଟେ |
ଆଗ , ଆଗତୁ ,  ତୁଇ କେତେକ୍‌ ପାଠ୍‌ ପଡ଼୍ଲୁ ଆଚୁସ୍‌ |
ବ୍ୟସ୍ତ ,  ତାନ୍ଦର / ଗାବରା ,  ସକାଲେ ବେଲ୍‌ ନ ଉଦ୍ତେ ଉଟ୍ବାର୍‌ |
ଚିନ୍ତା , ଚିନ୍ତା ,  ରାମ ଆରି ସୀତା କମ୍‌ନେ ଗାଲାଯେ |
ଗଲା , ଗାଲା , ବାର୍୍‌ବାର୍‌ ତୁଇ ଗଟେକ୍‌ ଖରାପ୍‌ କାମ୍‌ ବାର୍‌ ବାର୍‌ କର୍ଲୁସ୍ନି|
ଅନ୍ୟମାନେ , ଭିନ୍ନଲୋକ ମନ୍‌ ,  ଆମର୍‌ ଗାଉଁ ଲଗେ ଖମନ୍‌ ଆଚେ |
ବୋଧହୁଏ , ହେଲେ ହେଇରେସି , ତୁଇ ଆରି କାତା ନା ମାନି କରି ଡ଼ଣ୍ଡ ପାଇଲୁ ।
ଡରିଗଲା , ଡରିଗାଲା , ପାଟ୍‌ ପଡ଼୍‌ବାକେ ମନ୍‌ କଲେ ସରି ପାଟ୍‌ ଏଇସି।
ଜୁତୁବୁହୁ , ବୁଟୁକୁଟା ,  ସେମନ୍‌ ମାଛ ଦାର୍ବାକେ ଗାଲାଏ |
କିଛି , କେତେକ୍‌ ,  ତାର ନୂଆଁ କାମିଜ୍‌ ବଡ଼େ ଡଉଲ୍‌ ଦିଶଲାନି |
ସମୟ , ବେଲ୍‌ ,  ଦିରେ ଦିରେ ସେମନ୍‌ କାତା ହେଲାୟନି |
ପୁଣି , ଆରି ,  ଗାଉଁ ନିର୍ମଲେ କର୍ବାକେ ବିଚାର୍‌ କଲେ |
ବାରମ୍ଭାର , ବେଶିଥର / ବାରବାର ,  ସେ ଜୟପୁର୍‌ ଥାନୁ ବାଉଡ଼୍‌ଲା |
ପାଖରେ , ଲଗେ ,  ମାଷ୍େର୍‌ ମକେ ପ୍ରଶ୍ନ ପଚାର୍‌ଲା |
ପୁଣି , ଆରି ,  ଗୀର୍‌ ଲୋକ୍‌ ମନ୍‌ କାଲିକେ ପୁସ ପରବ୍‌ ମାନ୍ବାୟ୍‌ |
ଇଛା , ମନକେ ଯିବାଟା ,  ଆମର୍‌ ଇସୁଲେ ଗାନ୍ଧୀ ମାପରର୍‌ ଫଟ ଚିତ୍ର ଆଚେ।
ଧରିବା , ଦାରବାଟା ,  ସେ ମୋକେ ତୋର୍‌ ବିଷୟରେ କୟ୍ଲା |
ନୁଆ , ନୂଆଁ ,  ଆମର୍‌ ଗୀର ଗୀତ୍‌ କୂଡ଼ିଆକେ କେତେକ୍‌ କାତାନୀ ଜାନା|
ଚୁପ୍‌ଚୁପ୍‌ , ଦିରେ ଦିରେ , ସରପଞ୍ଚ ବାବୁ ମାଇକ୍‌ ଥାନେ ସରକାରର୍‌ କାମ ସବୁ ଶୁନାୟ୍ଲା|
ସ୍ମଵିରକଲେ , ବିଚାର କଲେ ,  ବଡ଼େ ସାର୍ଦା ରେ ଗୀତ୍‌ ନାଟ୍‌ ହେଇସି |
ଫେରିଲା , ବାଉଡ଼ଲା ,  ଦାଦି ମକେ ତାର୍‌ ସାନ୍‌ ବେଲର୍‌ କାତା ମନ୍‌ କୟସି |
ପଚାରିଲା , ପଚର୍‌ଲା , ସେନାନର୍‌ କାବା କର୍ବା କାତା ମୋକେ ନାକଅ |
ପାଳନ ,। ମାନ୍୍‌ବାଟା ,  ଆମର୍‌ ଗାୟେ ବେଶି ବଡ଼୍‌ ଘଟ୍ନା ଗଟେକ୍‌ ହେଲା ଆଚେ |
ଫୋଟ ଚିତ୍ର , ଫଟ ,  ଯିଶୁମାପୁର ଜନମ୍‌ ବାର୍‌ ଡିସେମର୍‌ ମାସର୍‌ ୨୪ ତାରିଖେ |
ବିଷୟ , ବିଷୟ ,  ଏସୁର୍‌ ପାଚି ବେଶି କମ୍‌ ହେଲା |
କାହାଣୀ , କାତାନୀ ,  ମୁଇଁ କୟ୍ଲିନି ତୁଇ ସବୁ ଦିନେ ଇସୁଲ ଜା |
ଶୁଣାଇଲେ , ଶୁନାଇଲାୟେ ,  ପିଲାମନ୍‌ ଲୋକର୍‌ କାତା ଶୁନ୍ବାଟା ନିମାନ୍‌ |
ମଜା , ସରାଦା ,  ଗଟେକ୍‌ ଥର୍‌ ମୁଇଁ ଗୁପ୍େଶର୍‌ ଜାଇରେଲି |
ପିଲାଦିନର , ସାନବେଲର ,  ଏଡ଼ସ୍‌ ରୋଗ ଗଟେକ୍‌ ଭଲ୍‌ ନା ହେବା ରୋଗ୍‌ |
ଚମଳାର , କାବା କରିବାଟା ,  ତୁଇ କଯ୍ଟା ମିଶା ନା କଉସ୍‌ ମୋକେ |
ଘଟଣା , ଘଟନା ,  ମୋର୍‌ କାମ୍‌ ସବୁ ସଫଲ୍‌ ହେଲା |
ବଡ଼ଦିନ୍‌ , ପରବଦିନ୍‌ ,  ତୋର୍‌ ପାଇଁ ମୁଇଁ ବେଶି ଚିନା କର୍ବି ଆଛି |
ଖୁବ୍‌କମ୍‌ , ବେଶିକମ୍‌ ,  ତୁଇ କେତ୍ଟା ପରଶ୍ନର୍‌ ଉଭର୍‌ ନା ଲେକୁସ୍‌ |
କହୁଛି , କୟଲିନି ,  ସେ ମୋକେ ବେଶି ଉପ୍୍‌କାର୍‌ କଲାନି |
ଶୁଣ , ଶୁନ୍‌ ,  ସାର୍‌ ଆମ୍‌କେ ଆମ୍ର ଭଲ୍‌ ପାଇଁ କଯ୍ବାଯ୍‌ |
ଥରେ , ଗଟେକ୍‌ ଥର୍‌ ,  ତୁଇ ମନ୍‌ ଲଗାୟ୍‌ କରି ପାଠ୍‌ ପଡ଼୍‌ |
ବେମାର , ରୋଗ୍‌ ,  ଘର୍‌ କପାଟ୍‌ ଅଲପ୍‌ ଢାପି ଦିଆସ୍‌ |
କିଛିବି , କାୟାଟା ମିଶା , ଧେତ୍‌ ତୁଇ କାଇଟା କାତା ନା କଉସ୍‌ |
ସଫଳ , କାମ ହେବାଟା ,  ତାର ଛଡ଼ା କାୟ କାମ୍‌ ନାହେ |
ଚିନ୍ତିତ , ଚିନ୍ତା , ପାକ୍ଲା ଆମ ବଡ଼େ ସୁଆଦ୍‌ |
କିଛିଟା , କେତ୍ଟା ,  ଅବୁଜା ଲୋକ୍‌ ସଙ୍ଗେ କାତା ହେଇ ନାପାରି ହେ |
ଉପକାର , ଉପକାର ,  ମୋକେ ତୋର କାତା ସବୁ ବାୟା ଲାଗ୍ଲା|
ଉପଦେଶ , କହିବାଟା ,  ସୀତାକେ କମ୍‌ନେ ଛାଡ଼ିଦେଲାଯ୍‌ |
ମନସ୍ତ , ମନ ଲାଗାୟ କରି ,  ଓଷ ପତର ଖାଇଲେ ସରି ରୋଗ୍‌ ଛାଡ଼୍‌ସି |
ବନ୍ଦ କରି ଦିଅ , ତାପି ଦିଆସ ,  ରାମର୍‌ ଥମ୍ନା ଶୁଖ୍ଲା ଆଚେ |
ଧେତ୍‌ , ଧେତ୍‌ ,  ବୁଆ କାୟ୍ଲେ ସରି ମୁଇଁ ଜୟ୍ପୁର୍‌ ଯିବି |
ବିନା , ତାର ଛଡ଼ା ,  ନିମାନ୍‌ କରି ପାଠ ପଡ଼୍ଲେ ସରି ଚାକ୍ରି ହେଇସି|
ସୁସ୍ଵାଦ , ସୁଆଦ ,  ତୋର୍‌ କାତା ମୋକେ ମନ୍କେ ଗାଲା |
ଅବୁଝା , ଅବୁଜା ,  ତୁଇ ମୋକେ ଭିନ୍‌ ଲୋକ୍‌ ବୋଲି ନାଭାବ୍‌ |
ଖରାପ , ବାୟା ,  ସେ ଆମର୍‌ କାୟ୍ଟା ନାଲାଗେ|
ଛାଡ଼ି ଦେଲେ , ଛାଡ଼ି ଦେଲାୟେ , ଏ ପାରା ହେବା କାତା |
ଆରୋଗ୍ଯ , ରୋଗବଛାଡ଼ବାଟା ,  ଗଛ ଉପରେ ଗଜେକ୍‌ ମାକ ଡ଼ ବସ୍ଲା ଆଚେ |
ଶୁଖାଇ , ଶୁକାୟଲାଟା , ମୁଇଁ ଲୋକ୍‌ ମନ୍‌କେ ଆମର୍‌ ଘର୍‌ କାମେ ଲଗାୟ୍ଲି ଆଚି।
ଯଦି , ସରି ,  ଏଥର୍‌ ତୁଇ ମୋକେ ଡାବୁ ଦେ |
ଠିକ୍‌ , ନିକ ,  ଦୁକାନେ ବଡ଼େ ସୁନ୍ଦର୍‌ ସାମାନ୍‌ ମନ୍‌ ଆଚେ |
କଥା , କାତା ,  ଗଟେକ୍‌ ବରଷର୍‌ କାମ ସରେଇବାକେ ହେଇସି |
ପର , ଭିନ୍ଲୋକ୍‌ ,  ମୁଇଁ ତକେ କେତେକ୍‌ ମନା କଲି ହେଲେ ମିଶା
ଅନ୍ୟ , ଭିନଲୋକ୍‌ ,  ସତକେ ସତ୍‌ ତୁଇ ମକେ କୟଲୁସ୍‌|
ଉଚିତ୍‌ ,  ଠିକ୍‌ ହେବା କାତା , ସେଡ଼େକ୍‌ ବେଲା ତୁଇ କଳି ରେଲୁସ୍‌ |
ଉପରେ , ଉପରେ ,  ସେ ଆମ୍‌ ଗଟେକ୍‌ ନେଲା|
କାର୍ଯ୍ୟକାରୀ , କାମେ ଲଗାୟ ବାଟା ,  ରଘୁ ଘରର୍‌ ଚୁଆରି ମନ୍‌ ଚାଲି ଚଲନ୍‌ ବେଶି ଭଲ୍‌ |
ଏଥର , ଏଥର ,  ଏଥର ଆମର ବୁଆ ମୋକେ ସାଇକେଲ୍‌ ଗଟେକ୍‌ ଆନି ଦେସିବେ।
ଜିନିଷ , ସାମାନ୍‌ ,  ମୁଇଁ ବେଲା ବେଲି ଇସୁଲେ ଯିବି ଆଛି |
ଗୋଟିଏ ବର୍ଷ , ଗଟେକ ବରଷ୍‌ ,  ମୋର୍‌ ଗାଗଡ଼୍‌ ଏବେ ଅଲପ୍‌ ନିମାନ୍‌ ଆଚେ |
ବାରଣ , ମନା , ସେ ମନ୍‌ ଗାଉଁ ଯିବାୟ୍‌।
ସତକୁ ସତ , ସତ୍କେ ସତ୍‌ , ଗୀର ଲୋକ ମନ୍‌ ସଡ଼କ ବାଟେ ଗୋଡ଼ିମାଟି ପକାୟ୍‌ ଲାୟ୍ନି |
ମୁହୁଉଁ , ସେଢ଼େକ ବେଲା , ତୂଇ କାଇ କାତା ନାଭାବ |
ଗ୍ରହଣ , ନେଲା , କମନର୍‌ ଗଛ୍‌ ବାଡ଼ାୟବାକେ ସବୂ ଲୋକ୍‌ ପରମାନ୍‌ କର୍ବାର୍‌ ଆଚେ |
ଆଚରଣ , ଗଲି ଚଲନ୍‌ , ପିଲାଟକି ମନ୍‌ ସାକାଲ୍‌ ସାକାଲ୍‌ ଉଠ୍ଲାଯ୍‌|
ଏଣିକି , ଏଥର , ତୂଇ ମୋକେ ଏନ୍‌ତିଟା ବୋଲି ଭାବ୍ଲୁସ୍‌ କି ?
ଶୀଘ୍ର , ବେଲାବେଲି , ସେଟା ଲାଗି ତୋର୍‌ କାମ୍‌ ନାହେଲା|
ସୁସ୍ , ନିମାନ୍‌ ,  ନର୍‌ ଲୋକ୍କେ ବୁଝି ଆଚେ |
ଅନ୍ଯମାନେ , ଅଲଗା ଲୋକମନ୍‌ , କେତେକେ ମରି ଗାଲାଯ୍‌ |
ପକାଇବ , ପକାୟସି ,  ସବୁଲୋକ୍‌ ଗଟେକ୍‌ ଲଗେ ହେଇ ରେଲାଯ୍‌|
ବିଚାର , ଭାବଲା , ଦେଶର୍‌ ସବୁ ବାଟେ ସଂଗ୍ରାମ ଚାଲିଲା |
ସଂକଳ୍ପ , ପରମାନ୍‌ ,। ଗାନ୍ଦୀ ମାପୃର କାତାକେ ମାନିକରି ସବୁ ଲୋକ ଚାଲତେ ରେଲାଯ୍‌ |
ଉଠିଲେ , ଉଠଲା ,  ଜବର୍‌ ମାର୍୍‌ଲେ ସରି ନାଲ୍‌ ମନ୍କେ ପାନି ବଅଁଲି ଯାଇସି।
ଏମିତିକା , ଏନ୍‌ତିଟା , ଝିପ୍ରି ଝିପ୍ରି ପାନି ମାର୍ଲାନି |
ସେଥୁପାଇଁ , ସେଟା ଲାଗି , ପାନି ଆୟଲାନି ଛାଚୁଡ଼ି ଧରି କରି ଯା |
ମଣିଷ , ନର୍‌ ,  ବିଜ୍‌ ମାର୍ଲେ ସରି ଆନ୍ଦାର ରାତିବେଲେ ଚମ୍କି
ସଂଗ୍ରାମ ବେଳେ , ଲାଗାଲାଗି ହେଲା ବେଲେ, ବାଦଲ୍‌ ଗରଜ୍‌ଲେ ସରି ପାନି ମାରସି।
ଏକ୍ଜୁଟ ,  ଗଟେକ ଲଗେ , ଛାନି ଉପର ଥାନୁ ଅଦରିଗଲାନି |
ସମଗ୍ର , ସବୁବାଟେ ,  ଗରମ୍‌ ପାନି ହାତେ ହେଲାକେ ହାତ୍‌ ଫୁଟ୍‌କା ହେଲା |
ଚାଲୁଥ୍‌ଲେ , ଚାଲତେରେଲାଯେ ,  ଆମର୍‌ କୂପଲି ଥାନେ ଭୁତେକ୍‌ ଗଛ୍‌ ମନ୍‌ ଆଚେ |
ଭାସିଯାଆ , ଦଅଲି ଯାଆ , ପାନି ଲଗେ ମାଛ୍‌ ମନ୍‌ ରେବାୟ୍‌ |
ଝିପିଝିପି , ଝିପରି ଝିପରି , ସତ୍କାତା କୟ୍ବାକେ ନାଡ଼ର୍‌ |
ବରଷଇ , ପାନିଆଇଲାନି , ଟକି ମନ୍‌ ରଜକେ ଡଲି ଝୁଲବାୟ୍‌ |
ଚମକେ , ଚମକଲାନି , ବଡ଼େ ଦୂରକେ ନାଯାଆ |
ଘଡ଼ ଘଡ଼ି , ବାଦଲ ଗରଜ ବାଟା ,  ଗଉଡ଼୍‌ ସକାଲ୍‌ ସକାଲ୍‌ ଗୋରୁ ଡିଲ୍ସି |
ପଡ଼େ , ଅଦରିଲାନି ,  ସମଦୂର ପାନି ବଡ଼େ ଖରିଯା |
ଫଟକା , ଫୁଟକା , ଅଗ୍ତୁ ଲୋକମନ୍‌ ଦ୍ରେ ଦୂରେ ଜାଇକରି ବେପାର୍‌ କର୍ତେ ରେଲାଯ୍‌ |
ଅସୁମାରି , ଭୁତେକ୍‌ ,  ଜବର୍‌ ପାନି ପବନ୍‌ ହେଲେ ସରି କୁଡ଼ିଆ ଘର ମନକେ ଉଡ଼ାଇ ନେଇସି।
ପାଣିରେ , ପାନିଲଗେ , ସେ ମୋକେ ଖଣ୍େକ୍‌ ମିଶା ହେରି ଦେକେ ନାହିଁ |
ଡରି ଯିବୁ ନାହିଁ , ନାଡର୍‌ ,  ତାକର୍‌ ଗଟେକ୍‌ ମଟର୍‌ ଗାଡ଼ି ଆଚେ |
ଝୂଲିଝଲି , ହୋଲି ହୋଲି , ଇସ୍ୁଲ୍‌ ଥାନେ ପିଲାମନ୍‌ ଆସ୍‌ତେ ରେଲାଯ୍‌।
ଦୂର , ଦୂରକେ ,  ବେଲ୍‌ହେଲାକେ ଆରି ପିଲାମନ୍‌ ଲେଉଟି ଗାଲାଯ୍‌|
ମେଲାଇ , ମେଲବାଟା ,  ତୁଇ କାବାଡ଼ ପାଇଟି ସରାଇ କରି ମୋର୍‌ ଲଗେ ଥାଅ |
ଦରିଆ , ସମଦୂର , ସେ କାୟ୍ଟା କାର୍ବାର କାର୍ବାକେ ନାଜାନେ |
ସାଧବ , ବେପାରୀ , ବାସ୍ତା ଥାନେ ଧାନ ମନ୍‌ ପୁରାଇବାର |
ଝଡ଼ତୋଫାନ୍‌ , ପାନି ପବନ , ପାଠ୍‌ ପଢି କରି ସମ୍ପରି ଅରଜ୍ବାର୍‌ |
ତିଳେ , ଖଣ୍ଡେକ୍‌ , ବଢ଼୍‌ କାମ୍‌କେ ମିଶି କରି କର୍ବାର୍‌ |
ତାଙ୍କର , ତାକରଟା , ଗୀ ମୁଣ୍ଡେ ହୁଣିି ଘର୍‌ ଆଚୋ
ଆସୁଥୁଲେ , ଆସ୍‌ତେରେଲାୟେ , ସାକାଲ୍‌ ସାକାଲ୍‌ ଉଟି କରି ମାପୁକେ ପୂଜା କଲେ ଶୂଭ କାମ୍‌ ହେଇସି।
ଫେରି , ଲେଉଟି ,  ଆମର୍‌ ଘରେ ଗଚେକ୍‌ ନଡ଼ିଆ ଗଛ୍‌ ଆଚେ |
ସାରି , ସରାଇକରି , ବନ୍ଦେ ଜବର୍‌ ପାନି ଆଚେ |
କାରବାର , କାର୍‌ବାର , କୂପି ଲାଗାଇ କରି ପାଠ୍‌ ପଡ଼୍‌ବାର୍‌।|
ଭରି , ପୁରାଇବା , ସେ ଇସ୍ୁୁଲେ ସବୁ ଦିନେ ଗାଲାନି |
ଦଉଲତ , ସଂଖଂଭି , ତାର୍‌ କାଲ୍‌ ଖେଟ୍‌ଲାକେ ମରିଗାଲା |
ମିଳିମିଶି , ମିଶିକରି ,  ଏବର୍‌ ଟକି ମନ୍‌ ପାଟ୍‌ ପଡ଼୍‌ବାକେ ଇସୁଲେ ଯିବାଯ୍‌ ଆଚତ୍‌ |
ମୁଣ୍ଡେ , ମୁଣ୍ଡେ ,  ଚଇତ୍‌ ପରବେ ନୂଆଁ କାମିଜ୍‌ ଘେନ୍‌ବି |
ଶୁଭ , ଶୁଭ ,  ପେଜ୍ବେଲା ହେଲାବେ ଆସା ଘରେ ଜୁବୋ
ନାରିକେଳ , ନଡ଼ିଆ , ଏବେ ବୁଆ ଘରେ ଆଇଲା ଆଚେ।
ଜଳ , ପାଦି ,  ଧାନ କାଟି କରି ବେଡ଼ାୟ୍‌ କୂଡ଼ା କୂଡ଼ା କର୍ଲା ଆଚତ୍‌ |
ଜାଳି , ଲାଗାଇ କରି , ସେ ଜାଇତେରେଲା ଆରି ମୋକେ ଦେଖୁ କାରି ଥେବିଗାଲା ।
ଯାଉଛି , ଗାଲାନି ,  ସେ ଆମର୍‌ ଥାନୁ ଗାଲା|
କାଳ , ମରବାଟା , ଇସୁଲେ ପିଲା ମନ୍‌୍କେ ଖାଦି ଦେଲାୟନି |
ଏବେ , ଏବର ,  ତକେ ଯେନି କରି ମିଶା ପାଠ୍‌ ପଡ଼୍‌ବାକେ ହେଇସି |
ନୂଆ , ନୂଆଁ ,  ତାର କାତା ଶୁନି ହାସି ହାସି ମୋର୍‌ ପେଟ୍‌ ଦୂକ୍ଲା |
ବେଳା , ବେଲା , ଏ ପେନ୍‌ ତୋର୍ଟା କି ?
ଆସିଛି , ଆଇଲାଆଚେ , ମୁଇଁ କୁଡ଼ିଆ ଗଟେକ୍‌ ବାନାୟ୍ଲି ଆଚି |
ଭେଳା ଭେଳା , କୁଢ଼ା କୁଡ଼ା , କୋଣାର୍କ ମନ୍ଦିର ବନାଇବାକେ ବାରଶ୍‌ ଲୋକ କାମ୍‌ କର୍ତେ ରେଲାଯେ |
ଅଟକି ଗଲୁକି , ଥେବିଗାଲୁସକି , ଭଲ୍‌ ଭଲ୍‌ ଲୋକ୍‌ ମନ୍‌କେ କାମ୍‌ କର୍ବାକେ ବାଛଲାଯେ |
ବିଦାୟ , ଗାଲା , ସିମେଣ୍ଢ ଅଲପ୍‌ ଗେରୁ ମାଟିଆ ରେୟସି |
ଦେଉଛି , ଦେଲାନି , ଚୂନ୍‌କେ ଘରେ ଲିପ୍ବାଯେ |
ତୋତେ , ତକେ ,  ମୁଇଁ ଗୋଟେକ୍‌ ଘର୍‌ ତିଆର୍‌ କରବି ଆଚି |
ହସିହସି , ହାସି ହାସି ,  ଧର୍ମପାଦ୍‌ କୋଣାର୍କ ମନ୍ଦିରର୍‌ ମୁଣି ବନାଇଲା ଆଚେ |
ଏଇ , ଏ ,  ବିଷୁ ମହାରଣା କୋଣାର୍କ ମନ୍ଦିରର୍‌ ମୁଣିକେ ନବନାଇଲେ ସରି କାଟ୍‌ବି ବୋଲି କଇରେଲା|
ଗଢ଼ିଛି , ବନାୟଲା ଅଛି , ଧର୍ମପଦ୍‌ ଏକ୍ଟା ଆକା ମନ୍ଦିରର୍‌ ମୁଣି ତିଆର୍‌ କର୍ଲା ଆଚେ।
ତୋଳାଇବାକୁ , ବନାଇବାକେ ,  ତକେ ମୁଇଁ ବିଶାସ୍‌ କରଲି ତୁଇ କୟଲୁସି୍‌ |
ବଛାଗଲା , ବାଚ୍‌ଲାୟେ , ମୁଇଁ ଦିନେକ୍‌ ହେଲେ ମିଶା କ୍ରିକେଟ ଖେଲଲି ଆଚି |
ସିମେଣ୍ଟ , ସିମେଣ୍ଟ ,  ମୋର୍‌ ସଙ୍ଗେ ଆରି ସେ ମିଶା ହାଟେ ଆଯସି |
ଚୂନ , ଚୂନ୍‌ , ବାଟ୍ଯାକ ଜବର୍‌ ଚାଟି ମନ୍‌ ବୂଲଲାୟନି |
ଢୋଳା , ବନାଇବାଟା ,  ଦୁଇଲୋକ୍‌ ମିଶି କରି ଗୀଉ ଗାଲାଯେ |
ଦଧ୍‌ନଉତି , ଦେଉଳମୁଣ୍ଡ ,  ଜବର୍‌ ଦିନ୍‌ ହେଲା ଆଜି ଘରେ ନାଯାଉଁ |
କଟାହେବ , ପୂକାବାୟେ ,  ଘର୍‌ ଲଗେ ଲଗେ ଗଚ୍‌ ମନ୍‌ ଆଟେ |
ଏକୁଟିଆ , ଏକଟା , ସାକାଲ୍‌ ସାକାଲ୍‌ ପିଲା ମନ୍‌ ଉଠି କରି ପାଠ୍‌ ପଡ଼ିବାର।
ଭରସା , ବିଶାସ୍‌ , ସାକାଲ୍‌ ସାକାଲ୍‌ ଇସୁଲେ ଯିବା ପାଇଁ ପିଲାମନ୍‌ ଉଠ୍ଲାଯେ |
ଖେଳିଛି , ଖେଲଲି ଆଚି ,  ସମାରି ଆରି ସମ୍ରା ଆଜି ହାଟେ ଭେଟ୍‌ ଘାଟ୍‌ ହେଲାଯେ।|
ସାଥେ , ସଙ୍ଗେ ,  ଦୁଃଖ୍‌ ସୁଖରେ ସେମନ୍‌ ଆକା ଆଡ଼ି ହେବାୟେ |
ବାଟଯାକ , ବାଟ୍‌ଯାକ ,  ଆୟ ମନ୍‌ ଦୂଇ ଲୋକ୍‌ କାନ୍ଦ୍‌ କେ କାନ୍ଦ୍‌ ମିଶାଇ କରି ଗଲାଯନି ।
ଦୁଇଜଣ ,  ଦୁଇଲୋକ , ବଜାର ଯାତା| ଦିନେ ବେଶି ଲୋକ ରୁଣ୍ଡ ରେଲାଯେ ।
ଖୁବ୍‌ , ଜବର ,  ଆମ୍ର ଦେଶିୟା ଆନେ ପୁସ୍‌ ପୁନିକେ ବଡ଼ ପରବ୍‌ ବୋଳି ମାନ୍୍‌ବୁ |
ପାଖାପାଖି , ଲଗେ ଲଗେ , ଆମର୍‌ ଗୀର ସବୁ ଲୋକ୍‌ ମିଶି କରି ପରବ୍‌ ମାନ୍‌ବାୟଯେ |
